full_path,relative_path,parent,filename,extension,entry_type,size_bytes,size_mb,modified_time,attributes,link_target,link_target_exists,byte_open_ok,byte_open_error,category,notes
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1,1410334720,,directory,0,0,2026-01-26T21:42:45,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1\1410334720,H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,.hdf5,regular_file,53995910,51.49,2026-01-26T21:42:45,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1,1410334720,,directory,0,0,2026-01-26T21:42:44,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1\1410334720,L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,.hdf5,regular_file,128708079,122.75,2026-01-26T21:42:44,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1,1410334720,,directory,0,0,2026-01-26T21:42:45,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1\1410334720,V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,.hdf5,regular_file,70508053,67.24,2026-01-26T21:42:46,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\notebooks\notebooks,notebooks\notebooks,notebooks,notebooks,,directory,0,0,2026-05-07T16:39:07,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\notebooks\notebooks\calibration-monitoring.ipynb,notebooks\notebooks\calibration-monitoring.ipynb,notebooks\notebooks,calibration-monitoring.ipynb,.ipynb,regular_file,25297,0.02,2026-05-07T16:58:31,,,,YES,,notebook,
E:\clone\ligo-gw240925-gw250207-release\18600070\notebooks\notebooks\inference-results.ipynb,notebooks\notebooks\inference-results.ipynb,notebooks\notebooks,inference-results.ipynb,.ipynb,regular_file,45347,0.04,2026-05-07T16:58:31,,,,YES,,notebook,
E:\clone\ligo-gw240925-gw250207-release\18600070\notebooks\notebooks\parametrized-tests.ipynb,notebooks\notebooks\parametrized-tests.ipynb,notebooks\notebooks,parametrized-tests.ipynb,.ipynb,regular_file,42114,0.04,2026-05-07T16:58:31,,,,YES,,notebook,
E:\clone\ligo-gw240925-gw250207-release\18600070\notebooks\notebooks\sky-localizations.ipynb,notebooks\notebooks\sky-localizations.ipynb,notebooks\notebooks,sky-localizations.ipynb,.ipynb,regular_file,42170,0.04,2026-05-07T16:58:31,,,,YES,,notebook,
E:\clone\ligo-gw240925-gw250207-release\18600070\notebooks\notebooks\spectrograms.ipynb,notebooks\notebooks\spectrograms.ipynb,notebooks\notebooks,spectrograms.ipynb,.ipynb,regular_file,29935,0.03,2026-05-07T16:58:31,,,,YES,,notebook,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca,pca\pca,pca,pca,,directory,0,0,2026-05-07T15:43:50,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_fti_GW250207_115645_C00_none_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,pca\pca\pca_fti_GW250207_115645_C00_none_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,pca\pca,pca_fti_GW250207_115645_C00_none_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,.h5,regular_file,41790405,39.85,2026-02-04T14:51:48,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_fti_GW250207_115645_C00_wide_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,pca\pca\pca_fti_GW250207_115645_C00_wide_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,pca\pca,pca_fti_GW250207_115645_C00_wide_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,.h5,regular_file,100406361,95.75,2026-02-04T14:51:49,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_tiger_GW240925_005809_C00_envelope_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca\pca_tiger_GW240925_005809_C00_envelope_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca,pca_tiger_GW240925_005809_C00_envelope_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,.h5,regular_file,82663984,78.83,2026-02-04T14:51:51,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_tiger_GW240925_005809_C00_none_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca\pca_tiger_GW240925_005809_C00_none_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca,pca_tiger_GW240925_005809_C00_none_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,.h5,regular_file,26446248,25.22,2026-02-04T14:51:51,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_tiger_GW240925_005809_C00_wide_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca\pca_tiger_GW240925_005809_C00_wide_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca,pca_tiger_GW240925_005809_C00_wide_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,.h5,regular_file,102977169,98.21,2026-02-04T14:51:53,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_tiger_GW240925_005809_C01_envelope_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca\pca_tiger_GW240925_005809_C01_envelope_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca,pca_tiger_GW240925_005809_C01_envelope_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,.h5,regular_file,87775728,83.71,2026-02-04T14:51:55,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_tiger_GW250207_115645_C00_none_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca\pca_tiger_GW250207_115645_C00_none_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca,pca_tiger_GW250207_115645_C00_none_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,.h5,regular_file,42201960,40.25,2026-02-04T14:51:56,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_tiger_GW250207_115645_C00_wide_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca\pca_tiger_GW250207_115645_C00_wide_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,pca\pca,pca_tiger_GW250207_115645_C00_wide_dchi_3_dchi_4_dchi_5l_dchi_6_dchi_6l_dchi_7.h5,.h5,regular_file,112028560,106.84,2026-02-04T14:51:58,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pseobnr\pseobnr,pseobnr\pseobnr,pseobnr,pseobnr,,directory,0,0,2026-05-05T22:40:30,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\pseobnr\pseobnr\22_44_NoCal.hdf5,pseobnr\pseobnr\22_44_NoCal.hdf5,pseobnr\pseobnr,22_44_NoCal.hdf5,.hdf5,regular_file,17809352,16.98,2026-02-04T22:16:33,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pseobnr\pseobnr\22_44_WideCal.hdf5,pseobnr\pseobnr\22_44_WideCal.hdf5,pseobnr\pseobnr,22_44_WideCal.hdf5,.hdf5,regular_file,42334240,40.37,2026-02-04T22:16:49,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pseobnr\pseobnr\22_NoCal.hdf5,pseobnr\pseobnr\22_NoCal.hdf5,pseobnr\pseobnr,22_NoCal.hdf5,.hdf5,regular_file,17333456,16.53,2026-02-04T22:16:18,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pseobnr\pseobnr\22_NoCal_ftau.h5,pseobnr\pseobnr\22_NoCal_ftau.h5,pseobnr\pseobnr,22_NoCal_ftau.h5,.h5,regular_file,326144,0.31,2026-05-05T22:40:30,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pseobnr\pseobnr\22_WideCal.hdf5,pseobnr\pseobnr\22_WideCal.hdf5,pseobnr\pseobnr,22_WideCal.hdf5,.hdf5,regular_file,41572480,39.65,2026-02-04T22:15:51,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\pseobnr\pseobnr\22_WideCal_ftau.h5,pseobnr\pseobnr\22_WideCal_ftau.h5,pseobnr\pseobnr,22_WideCal_ftau.h5,.h5,regular_file,326144,0.31,2026-05-05T22:40:30,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\qnmrf\qnmrf,qnmrf\qnmrf,qnmrf,qnmrf,,directory,0,0,2026-04-30T01:34:47,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\qnmrf\qnmrf\f_tau_credible_contours_evo_8.0M.npz,qnmrf\qnmrf\f_tau_credible_contours_evo_8.0M.npz,qnmrf\qnmrf,f_tau_credible_contours_evo_8.0M.npz,.npz,regular_file,2014716,1.92,2026-04-30T01:34:47,,,,YES,,ringdown/QNM,
E:\clone\ligo-gw240925-gw250207-release\18600070\qnmrf\qnmrf\QNMRF_GW250207_Hanford_220_t=8.0M.h5,qnmrf\qnmrf\QNMRF_GW250207_Hanford_220_t=8.0M.h5,qnmrf\qnmrf,QNMRF_GW250207_Hanford_220_t=8.0M.h5,.h5,regular_file,1000288,0.95,2026-02-04T00:40:08,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\qnmrf\qnmrf\QNMRF_GW250207_Livingston_220_t=8.0M.h5,qnmrf\qnmrf\QNMRF_GW250207_Livingston_220_t=8.0M.h5,qnmrf\qnmrf,QNMRF_GW250207_Livingston_220_t=8.0M.h5,.h5,regular_file,1000288,0.95,2026-02-04T00:40:09,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\qnmrf\qnmrf\QNMRF_mass_chi_grid.npz,qnmrf\qnmrf\QNMRF_mass_chi_grid.npz,qnmrf\qnmrf,QNMRF_mass_chi_grid.npz,.npz,regular_file,1988660,1.9,2026-02-04T00:40:10,,,,YES,,ringdown/QNM,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals,residuals\residuals,residuals,residuals,,directory,0,0,2026-02-09T22:40:05,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925,residuals\residuals\GW240925,residuals\residuals,GW240925,,directory,0,0,2026-02-09T22:34:30,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207,residuals\residuals\GW250207,residuals\residuals,GW250207,,directory,0,0,2026-02-09T22:34:31,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\flat_wide_calib,residuals\residuals\GW240925\flat_wide_calib,residuals\residuals\GW240925,flat_wide_calib,,directory,0,0,2026-02-09T22:34:30,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\no_calib,residuals\residuals\GW240925\no_calib,residuals\residuals\GW240925,no_calib,,directory,0,0,2026-02-09T22:34:30,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\flat_wide_calib\H-H1_HOFT_C00_RES-1411261101-16.gwf,residuals\residuals\GW240925\flat_wide_calib\H-H1_HOFT_C00_RES-1411261101-16.gwf,residuals\residuals\GW240925\flat_wide_calib,H-H1_HOFT_C00_RES-1411261101-16.gwf,.gwf,regular_file,257894,0.25,2026-02-09T22:34:30,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\flat_wide_calib\L-L1_HOFT_C00_AR_RES-1411261101-16.gwf,residuals\residuals\GW240925\flat_wide_calib\L-L1_HOFT_C00_AR_RES-1411261101-16.gwf,residuals\residuals\GW240925\flat_wide_calib,L-L1_HOFT_C00_AR_RES-1411261101-16.gwf,.gwf,regular_file,258023,0.25,2026-02-09T22:34:30,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\flat_wide_calib\V-HoftAR1_RES-1411261101-16.gwf,residuals\residuals\GW240925\flat_wide_calib\V-HoftAR1_RES-1411261101-16.gwf,residuals\residuals\GW240925\flat_wide_calib,V-HoftAR1_RES-1411261101-16.gwf,.gwf,regular_file,259167,0.25,2026-02-09T22:34:30,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\no_calib\H-H1_HOFT_C00_RES-1411261101-16.gwf,residuals\residuals\GW240925\no_calib\H-H1_HOFT_C00_RES-1411261101-16.gwf,residuals\residuals\GW240925\no_calib,H-H1_HOFT_C00_RES-1411261101-16.gwf,.gwf,regular_file,257893,0.25,2026-02-09T22:34:30,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\no_calib\L-L1_HOFT_C00_AR_RES-1411261101-16.gwf,residuals\residuals\GW240925\no_calib\L-L1_HOFT_C00_AR_RES-1411261101-16.gwf,residuals\residuals\GW240925\no_calib,L-L1_HOFT_C00_AR_RES-1411261101-16.gwf,.gwf,regular_file,258024,0.25,2026-02-09T22:34:30,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW240925\no_calib\V-HoftAR1_RES-1411261101-16.gwf,residuals\residuals\GW240925\no_calib\V-HoftAR1_RES-1411261101-16.gwf,residuals\residuals\GW240925\no_calib,V-HoftAR1_RES-1411261101-16.gwf,.gwf,regular_file,259159,0.25,2026-02-09T22:34:30,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\flat_wide_calib,residuals\residuals\GW250207\flat_wide_calib,residuals\residuals\GW250207,flat_wide_calib,,directory,0,0,2026-02-09T22:34:32,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\no_calib,residuals\residuals\GW250207\no_calib,residuals\residuals\GW250207,no_calib,,directory,0,0,2026-02-09T22:34:31,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\flat_wide_calib\H-H1_HOFT_C00_RES-1422964617-16.gwf,residuals\residuals\GW250207\flat_wide_calib\H-H1_HOFT_C00_RES-1422964617-16.gwf,residuals\residuals\GW250207\flat_wide_calib,H-H1_HOFT_C00_RES-1422964617-16.gwf,.gwf,regular_file,258166,0.25,2026-02-09T22:34:32,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\flat_wide_calib\L-L1_HOFT_C00_AR_RES-1422964617-16.gwf,residuals\residuals\GW250207\flat_wide_calib\L-L1_HOFT_C00_AR_RES-1422964617-16.gwf,residuals\residuals\GW250207\flat_wide_calib,L-L1_HOFT_C00_AR_RES-1422964617-16.gwf,.gwf,regular_file,258063,0.25,2026-02-09T22:34:32,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\flat_wide_calib\V-HoftAR1_RES-1422964617-16.gwf,residuals\residuals\GW250207\flat_wide_calib\V-HoftAR1_RES-1422964617-16.gwf,residuals\residuals\GW250207\flat_wide_calib,V-HoftAR1_RES-1422964617-16.gwf,.gwf,regular_file,259341,0.25,2026-02-09T22:34:32,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\no_calib\H-H1_HOFT_C00_RES-1422964617-16.gwf,residuals\residuals\GW250207\no_calib\H-H1_HOFT_C00_RES-1422964617-16.gwf,residuals\residuals\GW250207\no_calib,H-H1_HOFT_C00_RES-1422964617-16.gwf,.gwf,regular_file,258147,0.25,2026-02-09T22:34:31,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\no_calib\L-L1_HOFT_C00_AR_RES-1422964617-16.gwf,residuals\residuals\GW250207\no_calib\L-L1_HOFT_C00_AR_RES-1422964617-16.gwf,residuals\residuals\GW250207\no_calib,L-L1_HOFT_C00_AR_RES-1422964617-16.gwf,.gwf,regular_file,258156,0.25,2026-02-09T22:34:31,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\residuals\residuals\GW250207\no_calib\V-HoftAR1_RES-1422964617-16.gwf,residuals\residuals\GW250207\no_calib\V-HoftAR1_RES-1422964617-16.gwf,residuals\residuals\GW250207\no_calib,V-HoftAR1_RES-1422964617-16.gwf,.gwf,regular_file,259345,0.25,2026-02-09T22:34:30,,,,YES,,residual,
E:\clone\ligo-gw240925-gw250207-release\18600070\ringdown\ringdown,ringdown\ringdown,ringdown,ringdown,,directory,0,0,2026-05-08T20:17:28,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\ringdown\ringdown\rd_GW250207_Kerr220_8M_singleIFO_prod_2048Hz_evol_20Ksamps.hdf5,ringdown\ringdown\rd_GW250207_Kerr220_8M_singleIFO_prod_2048Hz_evol_20Ksamps.hdf5,ringdown\ringdown,rd_GW250207_Kerr220_8M_singleIFO_prod_2048Hz_evol_20Ksamps.hdf5,.hdf5,regular_file,1286528,1.23,2026-02-16T18:33:45,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\ringdown\ringdown\ringdown_GW250207_Kerr220_start8M_H1.nc,ringdown\ringdown\ringdown_GW250207_Kerr220_start8M_H1.nc,ringdown\ringdown,ringdown_GW250207_Kerr220_start8M_H1.nc,.nc,regular_file,434304016,414.18,2026-02-09T20:36:35,,,,YES,,ringdown/QNM,
E:\clone\ligo-gw240925-gw250207-release\18600070\ringdown\ringdown\ringdown_GW250207_Kerr220_start8M_L1.nc,ringdown\ringdown\ringdown_GW250207_Kerr220_start8M_L1.nc,ringdown\ringdown,ringdown_GW250207_Kerr220_start8M_L1.nc,.nc,regular_file,435965571,415.77,2026-02-09T20:42:13,,,,YES,,ringdown/QNM,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps,skymaps\skymaps,skymaps,skymaps,,directory,0,0,2026-04-30T18:37:44,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n,skymaps\skymaps\S240925n,skymaps\skymaps,S240925n,,directory,0,0,2026-04-30T18:48:08,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg,skymaps\skymaps\S250207bg,skymaps\skymaps,S250207bg,,directory,0,0,2026-04-30T18:56:17,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\bayestar.multiorder.fits,skymaps\skymaps\S240925n\bayestar.multiorder.fits,skymaps\skymaps\S240925n,bayestar.multiorder.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\bayestar.multiorder.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\Bilby.offline0.multiorder.fits,skymaps\skymaps\S240925n\Bilby.offline0.multiorder.fits,skymaps\skymaps\S240925n,Bilby.offline0.multiorder.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\Bilby.offline0.multiorder.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\combinedPHM_envcalC00_skymap.fits,skymaps\skymaps\S240925n\combinedPHM_envcalC00_skymap.fits,skymaps\skymaps\S240925n,combinedPHM_envcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\combinedPHM_envcalC00_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\combinedPHM_envcalC01_skymap.fits,skymaps\skymaps\S240925n\combinedPHM_envcalC01_skymap.fits,skymaps\skymaps\S240925n,combinedPHM_envcalC01_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\combinedPHM_envcalC01_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\combinedPHM_flatcalC00_skymap.fits,skymaps\skymaps\S240925n\combinedPHM_flatcalC00_skymap.fits,skymaps\skymaps\S240925n,combinedPHM_flatcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\combinedPHM_flatcalC00_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\combinedPHM_nocalC00_skymap.fits,skymaps\skymaps\S240925n\combinedPHM_nocalC00_skymap.fits,skymaps\skymaps\S240925n,combinedPHM_nocalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\combinedPHM_nocalC00_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_envcalC00_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_envcalC00_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPHM-SpinTaylor_envcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD0_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_envcalC01_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_envcalC01_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPHM-SpinTaylor_envcalC01_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD9_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_flatcalC00_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_flatcalC00_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPHM-SpinTaylor_flatcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD6_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_nocalC00_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPHM-SpinTaylor_nocalC00_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPHM-SpinTaylor_nocalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD3_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPNR_envcalC00_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPNR_envcalC00_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPNR_envcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD1_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPNR_envcalC01_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPNR_envcalC01_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPNR_envcalC01_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD10_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPNR_flatcalC00_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPNR_flatcalC00_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPNR_flatcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD7_skymap.fits,False,,,skymap,
