full_path,relative_path,parent,filename,extension,entry_type,size_bytes,size_mb,modified_time,attributes,link_target,link_target_exists,byte_open_ok,byte_open_error,category,notes
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_db_2.h5,tiger\tiger\GW250207_cal\tiger_GW250207_db_2.h5,tiger\tiger\GW250207_cal,tiger_GW250207_db_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\db_2\samples\tiger_GW250207_db_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_db_3.h5,tiger\tiger\GW250207_cal\tiger_GW250207_db_3.h5,tiger\tiger\GW250207_cal,tiger_GW250207_db_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\db_3\samples\tiger_GW250207_db_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_db_4.h5,tiger\tiger\GW250207_cal\tiger_GW250207_db_4.h5,tiger\tiger\GW250207_cal,tiger_GW250207_db_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\db_4\samples\tiger_GW250207_db_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_0.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_0.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_0.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_0\samples\tiger_GW250207_dchi_0.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_1.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_1.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_1\samples\tiger_GW250207_dchi_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_2.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_2.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_2\samples\tiger_GW250207_dchi_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_3.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_3.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_3\samples\tiger_GW250207_dchi_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_4.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_4.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_4\samples\tiger_GW250207_dchi_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_5l.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_5l.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_5l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_5l\samples\tiger_GW250207_dchi_5l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_6.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_6.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_6.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_6\samples\tiger_GW250207_dchi_6.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_6l.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_6l.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_6l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_6l\samples\tiger_GW250207_dchi_6l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_7.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_7.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_7.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_7\samples\tiger_GW250207_dchi_7.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dchi_minus2.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dchi_minus2.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dchi_minus2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dchi_minus2\samples\tiger_GW250207_dchi_minus2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dc_1.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dc_1.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dc_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dc_1\samples\tiger_GW250207_dc_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dc_2.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dc_2.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dc_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dc_2\samples\tiger_GW250207_dc_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dc_4.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dc_4.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dc_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dc_4\samples\tiger_GW250207_dc_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_dc_l.h5,tiger\tiger\GW250207_cal\tiger_GW250207_dc_l.h5,tiger\tiger\GW250207_cal,tiger_GW250207_dc_l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\dc_l\samples\tiger_GW250207_dc_l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_db_1.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_db_1.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_db_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\db_1\samples\tiger_GW250207_db_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_db_2.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_db_2.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_db_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\db_2\samples\tiger_GW250207_db_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_db_3.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_db_3.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_db_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\db_3\samples\tiger_GW250207_db_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_db_4.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_db_4.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_db_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\db_4\samples\tiger_GW250207_db_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_0.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_0.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_0.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_0\samples\tiger_GW250207_dchi_0.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_1.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_1.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_1\samples\tiger_GW250207_dchi_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_2.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_2.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_2\samples\tiger_GW250207_dchi_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_3.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_3.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_3\samples\tiger_GW250207_dchi_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_4.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_4.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_4\samples\tiger_GW250207_dchi_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_5l.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_5l.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_5l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_5l\samples\tiger_GW250207_dchi_5l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_6.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_6.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_6.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_6\samples\tiger_GW250207_dchi_6.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_6l.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_6l.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_6l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_6l\samples\tiger_GW250207_dchi_6l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_7.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_7.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_7.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_7\samples\tiger_GW250207_dchi_7.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_minus2.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dchi_minus2.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dchi_minus2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dchi_minus2\samples\tiger_GW250207_dchi_minus2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_1.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_1.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dc_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dc_1\samples\tiger_GW250207_dc_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_2.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_2.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dc_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dc_2\samples\tiger_GW250207_dc_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_4.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_4.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dc_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dc_4\samples\tiger_GW250207_dc_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_l.h5,tiger\tiger\GW250207_no_cal\tiger_GW250207_dc_l.h5,tiger\tiger\GW250207_no_cal,tiger_GW250207_dc_l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_no_cal\dc_l\samples\tiger_GW250207_dc_l.h5,False,,,HDF5/H5 data,
